name,domains,web_pages,country,alpha_two_code,state-province
Europäische Betriebswirtschafts-Akademie,['eba-muenchen.de'],['http://www.eba-muenchen.de/'],Germany,DE,
European Business School Schloß Reichartshausen,['ebs.de'],['http://www.ebs.de/'],Germany,DE,
European College of Liberal Arts,['ecla.de'],['http://www.ecla.de/'],Germany,DE,
Evangelische Fachhochschule Rheinland-Westfalen-Lippe,['efh-bochum.de'],['http://www.efh-bochum.de/'],Germany,DE,
Evangelische Fachhochschule Darmstadt,['eh-darmstadt.de'],['https://www.eh-darmstadt.de/'],Germany,DE,
"Evangelische Fachhochschule Freiburg, Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik",['efh-freiburg.de'],['http://www.efh-freiburg.de/'],Germany,DE,
Evangelische Fachhochschule Hannover,['efh-hannover.de'],['http://www.efh-hannover.de/'],Germany,DE,
Evangelische Fachhochschule Ludwigshafen Hochschule für Sozial- und Gesundheitswesen,['efhlu.de'],['http://www.efhlu.de/'],Germany,DE,
"Evangelische Fachhochschule Reutlingen-Ludwigsburg, Hochschule für Soziale Arbeit, Religionspädagogik und Diakonie",['efh-reutlingen-ludwigsburg.de'],['http://www.efh-reutlingen-ludwigsburg.de/'],Germany,DE,
Evangelische Hochschule für Soziale Arbeit Dresden (FH),['ehs-dresden.de'],['http://www.ehs-dresden.de/'],Germany,DE,
European Management School,['ems-mainz.de'],['http://www.ems-mainz.de/'],Germany,DE,
Europäische Fachhochschule,['eufh.de'],['http://www.eufh.de/'],Germany,DE,
Europa-Universität Viadrina Frankfurt (Oder),['euv-frankfurt-o.de'],['http://www.euv-frankfurt-o.de/'],Germany,DE,
"Evangelische Fachhochschule Berlin, Fachhochschule für Sozialarbeit und Sozialpädagogik",['evfh-berlin.de'],['http://www.evfh-berlin.de/'],Germany,DE,
Evangelische Fachhochschule Nürnberg,['evfh-nuernberg.de'],['http://www.evfh-nuernberg.de/'],Germany,DE,
Fern-Fachhochschule Hamburg,['fern-fh.de'],['http://www.fern-fh.de/'],Germany,DE,
Fernuniversität Gesamthochschule Hagen,['fernuni-hagen.de'],['http://www.fernuni-hagen.de/'],Germany,DE,
Fachhochschule Aachen,['fh-aachen.de'],['http://www.fh-aachen.de/'],Germany,DE,
Fachhochschule Aschaffenburg,['fh-aschaffenburg.de'],['http://www.fh-aschaffenburg.de/'],Germany,DE,
Technical University of Applied Sciences Augsburg,"['fh-augsburg.de', 'tha.de']",['https://www.tha.de/'],Germany,DE,
Internationale Fachhochschule Bad Honnef,['fh-bad-honnef.de'],['http://www.fh-bad-honnef.de/'],Germany,DE,
"Fachhochschule Biberach, Hochschule für Bauwesen und Wirtschaft",['fh-biberach.de'],['http://www.fh-biberach.de/'],Germany,DE,
Fachhochschule Bielefeld,['fh-bielefeld.de'],['http://www.fh-bielefeld.de/'],Germany,DE,
Fachhochschule Bingen,['fh-bingen.de'],['http://www.fh-bingen.de/'],Germany,DE,
Fachhochschule Bochum,['fh-bochum.de'],['http://www.fh-bochum.de/'],Germany,DE,
Hochschule Bonn-Rhein-Sieg,"['hochschule-bonn-rhein-sieg.de', 'h-brs.de']",['http://www.hochschule-bonn-rhein-sieg.de/'],Germany,DE,
Fachhochschule Brandenburg,['fh-brandenburg.de'],['http://www.fh-brandenburg.de/'],Germany,DE,
Technische Hochschule Brandenburg,['th-brandenburg.de'],['http://www.th-brandenburg.de/'],Germany,DE,
Technische Hochschule Deggendorf,['th-deg.de'],['http://www.th-deg.de/'],Germany,DE,
Fachhochschule Dortmund,['fh-dortmund.de'],['http://www.fh-dortmund.de/'],Germany,DE,
Hochschule Düsseldorf,['hs-duesseldorf.de'],['http://www.hs-duesseldorf.de/'],Germany,DE,
Fachhochschule für die Wirtschaft,['fhdw.bib.de'],['http://www.fhdw.bib.de/'],Germany,DE,
Fachhochschule der Wirtschaft,['fhdw.de'],['http://www.fhdw.de/'],Germany,DE,
Fachhochschule Eberswalde,['fh-eberswalde.de'],['http://www.fh-eberswalde.de/'],Germany,DE,
Fachhochschule Erfurt,['fh-erfurt.de'],['http://www.fh-erfurt.de/'],Germany,DE,
Fachhochschule Flensburg,['fh-flensburg.de'],['http://www.fh-flensburg.de/'],Germany,DE,
Fachhochschule Frankfurt am Main,['fh-frankfurt.de'],['http://www.fh-frankfurt.de/'],Germany,DE,
Europa Fachhochschule Fresenius,['fh-fresenius.de'],['http://www.fh-fresenius.de/'],Germany,DE,
"Fachhochschule Furtwangen, Hochschule für Technik und Wirtschaft",['fh-furtwangen.de'],['http://www.fh-furtwangen.de/'],Germany,DE,
Fachhochschule Gelsenkirchen,['fh-gelsenkirchen.de'],['http://www.fh-gelsenkirchen.de/'],Germany,DE,
Fachhochschule Gießen-Friedberg,['fh-giessen.de'],['http://www.fh-giessen.de/'],Germany,DE,
Fachhochschule Hamburg,['fh-hamburg.de'],['http://www.fh-hamburg.de/'],Germany,DE,
Hamburg University of Applied Sciences (HAW Hamburg),['haw-hamburg.de'],['https://haw-hamburg.de/'],Germany,DE,
Fachhochschule Hannover,['fh-hannover.de'],['http://www.fh-hannover.de/'],Germany,DE,
Fachhochschule Heidelberg,['fh-heidelberg.de'],['http://www.fh-heidelberg.de/'],Germany,DE,
"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",['fh-heilbronn.de'],['http://www.fh-heilbronn.de/'],Germany,DE,
"Fachhochschule Hildesheim/Holzminden/Göttingen, Hochschule für angewandte Wissenschaft und Kunst",['fh-hildesheim.de'],['http://www.fh-hildesheim.de/'],Germany,DE,
Fachhochschule Hof,['fh-hof.de'],['http://www.fh-hof.de/'],Germany,DE,
Technische Hochschule Ingolstadt,['thi.de'],['https://www.thi.de/'],Germany,DE,
"Fachhochschule und Berufskollegs NTA, Prof.Dr. Grübler gemein. GmbH",['fh-isny.de'],['http://www.fh-isny.de/'],Germany,DE,
Fachhochschule Jena,['fh-jena.de'],['http://www.fh-jena.de/'],Germany,DE,
"Fachhochschule Karlsruhe, Hochschule für Technik",['fh-karlsruhe.de'],['http://www.fh-karlsruhe.de/'],Germany,DE,
"Fachhochschule Kempten, Hochschule für Technik und Wirtschaft",['fh-kempten.de'],['http://www.fh-Kempten.de/'],Germany,DE,
Fachhochschule Kiel,['fh-kiel.de'],['http://www.fh-kiel.de/'],Germany,DE,
Fachhochschule Kaiserslautern,['fh-kl.de'],['http://www.fh-kl.de/'],Germany,DE,
Fachhochschule Koblenz,['fh-koblenz.de'],['http://www.fh-koblenz.de/'],Germany,DE,
Technische Hochschule Köln,"['th-koeln.de', 'fh-koeln.de']",['https://www.th-koeln.de/'],Germany,DE,
"Fachhochschule Konstanz, Hochschule für Technik, Wirtschaft und Gestaltung",['fh-konstanz.de'],['http://www.fh-konstanz.de/'],Germany,DE,
Staatlich anerkannte Fachhochschule für Kunsttherapie,['fhkt.de'],['http://www.fhkt.de/'],Germany,DE,
"Fachhochschule Landshut, Hochschule für Wirtschaft - Sozialwesen - Technik",['fh-landshut.de'],['http://www.fh-landshut.de/'],Germany,DE,
Fachhochschule Lausitz,['fh-lausitz.de'],['http://www.fh-lausitz.de/'],Germany,DE,
Fachhochschule Lippe,['fh-lippe.de'],['http://www.fh-lippe.de/'],Germany,DE,
"Fachhochschule Ludwigshafen, Hochschule für Wirtschaft",['fh-ludwigshafen.de'],['http://www.fh-ludwigshafen.de/'],Germany,DE,
Fachhochschule Lübeck,['fh-luebeck.de'],['http://www.fh-luebeck.de/'],Germany,DE,
Fachhochschule Mainz,['fh-mainz.de'],['http://www.fh-mainz.de/'],Germany,DE,
"Fachhochschule Mannheim, Hochschule für Technik und Gestaltung",['fh-mannheim.de'],['http://www.fh-mannheim.de/'],Germany,DE,
Fachhochschule Merseburg,['fh-merseburg.de'],['http://www.fh-merseburg.de/'],Germany,DE,
Fachhochschule des Mittelstandes (FHM),['fhm-mittelstand.de'],['http://www.fhm-mittelstand.de/'],Germany,DE,
Fachhochschule München,['fh-muenchen.de'],['http://www.fh-muenchen.de/'],Germany,DE,
Hochschule München,['hm.edu'],['http://www.hm.edu/'],Germany,DE,
Fachhochschule Münster,['fh-muenster.de'],['http://www.fh-muenster.de/'],Germany,DE,
Fachhochschule Neubrandenburg,['fh-nb.de'],['http://www.fh-nb.de/'],Germany,DE,
"Hochschule Neu-Ulm, Hochschule Neu-Ulm University of applied sciences",['hs-neu-ulm.de'],['http://www.hs-neu-ulm.de/'],Germany,DE,
Fachhochschule Niederrhein,['fh-niederrhein.de'],['http://www.fh-niederrhein.de/'],Germany,DE,
Fachhochschule Nordostniedersachsen,['fhnon.de'],['http://www.fhnon.de/'],Germany,DE,
Fachhochschule Nordhausen,['fh-nordhausen.de'],['http://www.fh-nordhausen.de/'],Germany,DE,
Georg-Simon-Ohm-Fachhochschule Nürnberg,['fh-nuernberg.de'],['http://www.fh-nuernberg.de/'],Germany,DE,
"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege",['fh-nuertingen.de'],['http://www.fh-nuertingen.de/'],Germany,DE,
Fachhochschule für das öffentliche Bibliothekswesen Bonn,['fhoebb.de'],['http://www.fhoebb.de/'],Germany,DE,
"Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft",['fh-offenburg.de'],['http://www.fh-offenburg.de/'],Germany,DE,
Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,['fh-oow.de'],['http://www.fh-oow.de/'],Germany,DE,
Fachhochschule Osnabrück,['fh-osnabrueck.de'],['http://www.fh-osnabrueck.de/'],Germany,DE,
Freie Kunst-Studienstätte Ottersberg,['fh-ottersberg.de'],['http://www.fh-ottersberg.de/'],Germany,DE,
"Fachhochschule Pforzheim, Hochschule für Gestaltung, Technik und Wirtschaft",['fh-pforzheim.de'],['http://www.fh-pforzheim.de/'],Germany,DE,
Fachhochschule Potsdam,['fh-potsdam.de'],['http://www.fh-potsdam.de/'],Germany,DE,
Fachhochschule Regensburg,['fh-regensburg.de'],['http://www.fh-regensburg.de/'],Germany,DE,
"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft",['fh-reutlingen.de'],['http://www.fh-reutlingen.de/'],Germany,DE,
"Deutsch-Ordens Fachhochschule Riedlingen, Hochschule für Wirtschaft",['fh-riedlingen.de'],['http://www.fh-riedlingen.de/'],Germany,DE,
"Fachhochschule Rosenheim, Hochschule für Technik und Wirtschaft",['fh-rosenheim.de'],['http://www.fh-rosenheim.de/'],Germany,DE,
"Fachhochschule Rottenburg, Hochschule für Forstwirtschaft",['fh-rottenburg.de'],['http://www.fh-rottenburg.de/'],Germany,DE,
Fachhochschule Schmalkalden,['fh-schmalkalden.de'],['http://www.fh-schmalkalden.de/'],Germany,DE,
"Fachhochschule Schwäbisch Hall, Hochschule für Gestaltung",['fh-schwaebischhall.de'],['http://www.fh-schwaebischhall.de/'],Germany,DE,
"Fachhochschule Mannheim, Hochschule für Sozialwesen",['fhs-mannheim.de'],['http://www.fhs-mannheim.de/'],Germany,DE,
"Evangelische Fachhochschule für Religionspädagogik, und Gemeindediakonie Moritzburg",['fhs-moritzburg.de'],['http://www.fhs-moritzburg.de/'],Germany,DE,
Fachhochschule Stralsund,['fh-stralsund.de'],['http://www.fh-stralsund.de/'],Germany,DE,
Deutsche Telekom Fachhochschule Leipzig,['fh-telekom-leipzig.de'],['http://www.fh-telekom-leipzig.de/'],Germany,DE,
"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung",['fh-trier.de'],['http://www.fh-trier.de/'],Germany,DE,
"Fachhochschule Stuttgart, Hochschule für Technik",['fht-stuttgart.de'],['http://www.fht-stuttgart.de/'],Germany,DE,
Hochschule für Technik und Wirtschaft Berlin,"['fhtw-berlin.de', 'htw-berlin.de']",['https://www.htw-berlin.de/'],Germany,DE,
"Hochschule Ulm, Hochschule für Angewandte Wissenschaft",['hs-ulm.de'],['http://www.hs-ulm.de/'],Germany,DE,
Fachhochschule für Verwaltung und Rechtspflege Berlin,['fhvr.berlin.de'],['http://www.fhvr.berlin.de/'],Germany,DE,
Fachhochschule für Wirtschaft Berlin,['fhw-berlin.de'],['http://www.fhw-berlin.de/'],Germany,DE,
Fachhochschule Wedel,['fh-wedel.de'],['http://www.fh-wedel.de/'],Germany,DE,
Fachhochschule Weihenstephan,['fh-weihenstephan.de'],['http://www.fh-weihenstephan.de/'],Germany,DE,
Fachhochschule Ravensburg-Weingarten,['fh-weingarten.de'],['http://www.fh-weingarten.de/'],Germany,DE,
"Fachhochschule Westküste, Hochschule für Wirtschaft und Technik",['fh-westkueste.de'],['http://www.fh-westkueste.de/'],Germany,DE,
Fachhochschule Wiesbaden,['fh-wiesbaden.de'],['http://www.fh-wiesbaden.de/'],Germany,DE,
Ostfalia Hochschule für angewandte Wissenschaften,"['ostfalia.de', 'fh-wolfenbuettel.de']",['https://www.ostfalia.de/'],Germany,DE,
Fachhochschule Worms,['fh-worms.de'],['http://www.fh-worms.de/'],Germany,DE,
Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz,['fhwt.de'],['http://www.fhwt.de/'],Germany,DE,
Fachhochschule Würzburg - Schweinfurt,['fh-wuerzburg.de'],['http://www.fh-wuerzburg.de/'],Germany,DE,
Westsächsische Hochschule Zwickau (FH),['fh-zwickau.de'],['http://www.fh-zwickau.de/'],Germany,DE,
Fachhochschule für Oekonomie und Management (FOM),['fom.de'],['http://www.fom.de/'],Germany,DE,
Freie Universität Berlin,['fu-berlin.de'],['http://www.fu-berlin.de/'],Germany,DE,
Private Hanseuniversität,['hanseuni.de'],['http://www.hanseuni.de/'],Germany,DE,
Hafencity Universität Hamburg,['hcu-hamburg.de'],['http://www.hcu-hamburg.de/'],Germany,DE,
"Fachhochschule Stuttgart, Hochschule der Medien",['hdm-stuttgart.de'],['http://www.hdm-stuttgart.de/'],Germany,DE,
Hertie School of Governance,['hertie-school.org'],['http://www.hertie-school.org/'],Germany,DE,
"Hochschule für Bankwirtschaft (HfB), Private Fachhochschule der Bankakademie",['hfb.de'],['http://www.hfb.de/'],Germany,DE,
"Fachhochschule Schwäbisch Gmünd, Hochschule für Gestaltung",['hfg-gmuend.de'],['http://www.hfg-gmuend.de/'],Germany,DE,
Hochschule für Philosophie München,['hfph.mwn.de'],['http://www.hfph.mwn.de/'],Germany,DE,
Hochschule für Politik (HFP),['hfp.mhn.de'],['http://www.hfp.mhn.de/'],Germany,DE,
Handelshochschule Leipzig,['hhl.de'],['http://www.hhl.de/'],Germany,DE,
Hochschule für Internationales Management,['himh.de'],['http://www.himh.de/'],Germany,DE,
Hochschule für Jüdische Studien Heidelberg,['hjs.uni-heidelberg.de'],['http://www.hjs.uni-heidelberg.de/'],Germany,DE,
Hochschule Albstadt-Sigmaringen,['hs-albsig.de'],['http://www.hs-albsig.de/'],Germany,DE,
"Hochschule Anhalt (FH), Hochschule für angewandte Wissenschaften","['hs-anhalt.de', 'student.hs-anhalt.de']",['http://www.hs-anhalt.de/'],Germany,DE,
Hochschule Bremen,['hs-bremen.de'],['http://www.hs-bremen.de/'],Germany,DE,
Hochschule Bremerhaven,['hs-bremerhaven.de'],['http://www.hs-bremerhaven.de/'],Germany,DE,
Hochschule Coburg,['hs-coburg.de'],['http://www.hs-coburg.de/'],Germany,DE,
Hochschule Darmstadt,['h-da.de'],['https://www.h-da.de/'],Germany,DE,
Hochschule Esslingen,['hs-esslingen.de'],['http://www.hs-esslingen.de/'],Germany,DE,
Hochschule Fulda,['hs-fulda.de'],['http://www.hs-fulda.de/'],Germany,DE,
"Hochschule Harz, Hochschule für angewandte Wissenschaften (FH)",['hs-harz.de'],['http://www.hs-harz.de/'],Germany,DE,
Hochschule Magdeburg-Stendal (FH),['hs-magdeburg.de'],['http://www.hs-magdeburg.de/'],Germany,DE,
"Hochschule Wismar, Fachhochschule für Technik, Wirtschaft und Gestaltung",['hs-wismar.de'],['http://www.hs-wismar.de/'],Germany,DE,
Hochschule Zittau/Görlitz (FH),['hs-zigr.de'],['http://www.hs-zigr.de/'],Germany,DE,
Hochschule für Technik und Wirtschaft Dresden (FH),['htw-dresden.de'],['http://www.htw-dresden.de/'],Germany,DE,
"Hochschule für Technik, Wirtschaft und Kultur Leipzig (FH)",['htwk-leipzig.de'],['http://www.htwk-leipzig.de/'],Germany,DE,
"Hochschule Mittweida, University of Applied Sciences","['htwm.de', 'hs-mittweida.de', 'campus-m-university.de', 'campusm21.de']","['http://www.htwm.de/', 'https://www.campus-m-university.de/', 'https://www.campusm21.de/', 'https://www.hs-mittweida.de/']",Germany,DE,
Hochschule für Technik und Wirtschaft des Saarlandes,['htw-saarland.de'],['http://www.htw-saarland.de/'],Germany,DE,
Humboldt Universität Berlin,['hu-berlin.de'],['http://www.hu-berlin.de/'],Germany,DE,
HWP - Hamburger Universität für Wirtschaft und Politik,['hwp-hamburg.de'],['http://www.hwp-hamburg.de/'],Germany,DE,
Internationales Hochschulinstitut Zittau,['ihi-zittau.de'],['http://www.ihi-zittau.de/'],Germany,DE,
Internationale Fachhochschule Aalen,['international.fh-aalen.de'],['http://www.international.fh-aalen.de/'],Germany,DE,
International School of Management ISM Dortmund,['ism-dortmund.de'],['http://www.ism-dortmund.de/'],Germany,DE,
"International School of New Media, University of Lübeck",['isnm.de'],['http://www.isnm.de/'],Germany,DE,
International University in Germany,['i-u.de'],['http://www.i-u.de/'],Germany,DE,
Jacobs University Bremen,['jacobs-university.de'],['http://www.jacobs-university.de/'],Germany,DE,
Karlshochschule International University,['karlshochschule.de'],['http://www.karlshochschule.de/'],Germany,DE,
Katholische Fachhochschule Norddeutschland,['kath-fh-nord.de'],['http://www.kath-fh-nord.de/'],Germany,DE,
Katholische Fachhochschule Berlin (KFB),['kfb-berlin.de'],['http://www.kfb-berlin.de/'],Germany,DE,
"Katholische Fachhochschule Freiburg, Hochschule für Sozialwesen, Religionspädagogik und Pflege",['kfh-freiburg.de'],['http://www.kfh-Freiburg.de/'],Germany,DE,
Katholische Fachhochschule Mainz,['kfh-mainz.de'],['http://www.kfh-mainz.de/'],Germany,DE,
Katholische Fachhochschule Nordrhein-Westfalen,['kfhnw.de'],['http://www.kfhnw.de/'],Germany,DE,
"Kunsthochschule Berlin-Weissensee, Hochschule für Gestaltung",['kh-berlin.de'],['http://www.kh-berlin.de/'],Germany,DE,
Katholische Hochschule für Soziale Arbeit Saarbrücken,['khsa.de'],['http://www.khsa.de/'],Germany,DE,
Katholische Stiftungsfachhochschule München,['ksfh.de'],['http://www.ksfh.de/'],Germany,DE,
Katholische Universität Eichstätt,['ku-eichstaett.de'],['http://www.ku-eichstaett.de/'],Germany,DE,
Kunstakademie Düsseldorf.,['kunstakademie-duesseldorf.de'],['http://www.kunstakademie-duesseldorf.de/'],Germany,DE,
Merkur Internationale FH Karlsruhe,['merkur-fh.org'],['http://www.merkur-fh.org/'],Germany,DE,
"Merz Akademie, Hochschule für Gestaltung Stuttgart",['merz-akademie.de'],['http://www.merz-akademie.de/'],Germany,DE,
Märkische Fachhochschule Iserlohn,['mfh-iserlohn.de'],['http://www.mfh-iserlohn.de/'],Germany,DE,
Medizinische Hochschule Hannover,['mh-hannover.de'],['http://www.mh-hannover.de/'],Germany,DE,
Staatliche Hochschule für Musik,['mh-trossingen.de'],['http://www.mh-trossingen.de/'],Germany,DE,
Medizinische Universität Lübeck,['mu-luebeck.de'],['http://www.mu-luebeck.de/'],Germany,DE,
"Muthesius-Hochschule, Fachhochschule für Kunst und Gestaltung",['muthesius.de'],['http://www.muthesius.de/'],Germany,DE,
"Nordakademie, Staatlich anerkannte private Fachhochschule mit dualen Studiengängen",['nordakademie.de'],['http://www.nordakademie.de/'],Germany,DE,
Theologische Fakultät Paderborn,['paderborn.de'],['http://www.paderborn.de/theofak/'],Germany,DE,
Private Fachhochschule Göttingen,['pfh-goettingen.de'],['http://www.pfh-goettingen.de/'],Germany,DE,
Pädagogische Hochschule Erfurt/Mühlhausen,['ph-erfurt.de'],['http://www.ph-erfurt.de/'],Germany,DE,
Pädagogische Hochschule Freiburg,['ph-freiburg.de'],['http://www.ph-freiburg.de/'],Germany,DE,
Pädagogische Hochschule Schwäbisch Gmünd,['ph-gmuend.de'],['http://www.ph-gmuend.de/'],Germany,DE,
Pädagogische Hochschule Heidelberg,['ph-heidelberg.de'],['http://www.ph-heidelberg.de/'],Germany,DE,
Philosophisch-Theologische Hochschule SVD Sankt Augustin,['philtheol-augustin.de'],['http://www.philtheol-augustin.de/'],Germany,DE,
Pädagogische Hochschule Karlsruhe,['ph-karlsruhe.de'],['http://www.ph-karlsruhe.de/'],Germany,DE,
Pädagogische Hochschule Ludwigsburg,['ph-ludwigsburg.de'],['http://www.ph-ludwigsburg.de/'],Germany,DE,
Pädagogische Hochschule Weingarten,['ph-weingarten.de'],['http://www.ph-weingarten.de/'],Germany,DE,
Popakademie Baden-Württemberg,['popakademie.de'],['http://www.popakademie.de/'],Germany,DE,
Private FernFachhochschule Darmstadt,['privatfh-da.de'],['http://www.privatfh-da.de/'],Germany,DE,
Philosophisch-Theologische Hochschule der Salesianer Don Boscos,['pth-bb.de'],['http://www.pth-bb.de/'],Germany,DE,
Philosophisch-Theologische Hochschule Münster,['pth-muenster.de'],['http://www.pth-muenster.de/'],Germany,DE,
Philosophisch-Theologische Hochschule Vallendar der Gesellschaft des Katholischen Apostolates (Pallottiner),['pthv.de'],['http://www.pthv.de/'],Germany,DE,
"Evangelische Fachhochschule für Sozialpädagogik der ""Diakonenanstalt des Rauhen Hauses"" Hamburg",['rauheshaus.de'],['http://www.rauheshaus.de/fachhochschule/'],Germany,DE,
Rheinische Fachhochschule Köln,['rfh-koeln.de'],['http://www.rfh-koeln.de/'],Germany,DE,
Ruhr-Universität Bochum,['ruhr-uni-bochum.de'],['http://www.ruhr-uni-bochum.de/'],Germany,DE,
Rheinisch Westfälische Technische Hochschule Aachen,['rwth-aachen.de'],['http://www.rwth-aachen.de/'],Germany,DE,
Lutherische Theologische Hochschule Oberursel,['selk.de'],['http://www.selk.de/LThH/'],Germany,DE,
Gustav-Siewerth-Akademie,['siewerth-akademie.de'],['http://www.siewerth-akademie.de/'],Germany,DE,
"Schiller International University, Heidelberg",['siu-heidelberg.de'],['http://www.siu-heidelberg.de/'],Germany,DE,
SRH University of Applied Sciences,['srh-berlin.de'],['http://www.srh-berlin.de/'],Germany,DE,
Philosophisch-Theologische Hochschule Sankt Georgen,['st-georgen.uni-frankfurt.de'],['http://www.st-georgen.uni-frankfurt.de/'],Germany,DE,
Steinbeis-Hochschule-Berlin,['stw.de'],['http://www.stw.de/shb/'],Germany,DE,
Technische Fachhochschule Berlin,['tfh-berlin.de'],['http://www.tfh-berlin.de/'],Germany,DE,
"Technische Fachhochschule Georg Agricola für Rohstoff, Energie und, Umwelt zu Bochum",['tfh-bochum.de'],['http://www.tfh-bochum.de/'],Germany,DE,
Technische Fachhochschule Wildau,['tfh-wildau.de'],['http://www.tfh-wildau.de/'],Germany,DE,
Theologische Hochschule Friedensau,['thh-friedensau.de'],['http://www.thh-friedensau.de/'],Germany,DE,
Tierärztliche Hochschule Hannover,['tiho-hannover.de'],['http://www.tiho-hannover.de/'],Germany,DE,
Technische Universität Berlin,['tu-berlin.de'],['http://www.tu-berlin.de/'],Germany,DE,
Technische Universität Carolo-Wilhelmina zu Braunschweig,"['tu-braunschweig.de', 'tu-bs.de']",['https://www.tu-braunschweig.de/'],Germany,DE,
Technische Universität Chemnitz,['tu-chemnitz.de'],['http://www.tu-chemnitz.de/'],Germany,DE,
Technische Universität Clausthal,['tu-clausthal.de'],['http://www.tu-clausthal.de/'],Germany,DE,
Brandenburgische Technische Universität Cottbus,['tu-cottbus.de'],['http://www.tu-cottbus.de/'],Germany,DE,
Technische Universität Darmstadt,['tu-darmstadt.de'],['https://www.tu-darmstadt.de/'],Germany,DE,
Technische Universität Dresden,['tu-dresden.de'],['http://www.tu-dresden.de/'],Germany,DE,
Technische Universität Bergakademie Freiberg,['tu-freiberg.de'],['http://www.tu-freiberg.de/'],Germany,DE,
Technische Universität Hamburg,['tuhh.de'],['http://www.tuhh.de/'],Germany,DE,
Technische Universität Ilmenau,['tu-ilmenau.de'],['http://www.tu-ilmenau.de/'],Germany,DE,
Technische Universität München,"['tum.de', 'tum.edu', 'mytum.de']",['http://www.tum.de/'],Germany,DE,
Universität Augsburg,['uni-augsburg.de'],['http://www.uni-augsburg.de/'],Germany,DE,
Otto-Friedrich Universität Bamberg,['uni-bamberg.de'],['http://www.uni-bamberg.de/'],Germany,DE,
Universität Bayreuth,['uni-bayreuth.de'],['http://www.uni-bayreuth.de/'],Germany,DE,
Universität Bielefeld,['uni-bielefeld.de'],['http://www.uni-bielefeld.de/'],Germany,DE,
Rheinische Friedrich-Wilhelms Universität Bonn,['uni-bonn.de'],['http://www.uni-bonn.de/'],Germany,DE,
Universität Bremen,['uni-bremen.de'],['http://www.uni-bremen.de/'],Germany,DE,
Universität der Bundeswehr Hamburg,['unibw-hamburg.de'],['http://www.unibw-hamburg.de/'],Germany,DE,
Universität der Bundeswehr München,['unibw-muenchen.de'],['http://www.unibw-muenchen.de/'],Germany,DE,
Technische Universität Dortmund,"['tu-dortmund.de', 'udo.edu']","['http://www.tu-dortmund.de/', 'http://www.udo.edu/']",Germany,DE,
Heinrich-Heine Universität Düsseldorf,"['uni-duesseldorf.de', 'hhu.de']",['http://www.uni-duesseldorf.de/'],Germany,DE,
Universität Duisburg-Essen,['uni-duisburg-essen.de'],['http://www.uni-duisburg-essen.de/'],Germany,DE,
Universität Erfurt,['uni-erfurt.de'],['http://www.uni-erfurt.de/'],Germany,DE,
Friedrich-Alexander Universität Erlangen-Nürnberg,"['fau.de', 'uni-erlangen.de']",['https://www.fau.de/'],Germany,DE,
Universität Flensburg,['uni-flensburg.de'],['http://www.uni-flensburg.de/'],Germany,DE,
Johann Wolfgang Goethe Universität Frankfurt am Main,['uni-frankfurt.de'],['http://www.uni-frankfurt.de/'],Germany,DE,
Albert-Ludwigs-Universität Freiburg,['uni-freiburg.de'],['http://www.uni-freiburg.de/'],Germany,DE,
Justus Liebig Universität Gießen,['uni-giessen.de'],['http://www.uni-giessen.de/'],Germany,DE,
Georg-August Universität Göttingen,['uni-goettingen.de'],['http://www.uni-goettingen.de/'],Germany,DE,
Ernst-Moritz-Arndt Universität Greifswald,['uni-greifswald.de'],['http://www.uni-greifswald.de/'],Germany,DE,
Martin-Luther Universität Halle-Wittenberg,['uni-halle.de'],['http://www.uni-halle.de/'],Germany,DE,
Universität Hamburg,['uni-hamburg.de'],['http://www.uni-hamburg.de/'],Germany,DE,
Universität Hannover,['uni-hannover.de'],['http://www.uni-hannover.de/'],Germany,DE,
Ruprecht-Karls-Universität Heidelberg,['uni-heidelberg.de'],['http://www.uni-heidelberg.de/'],Germany,DE,
Universität Hildesheim,['uni-hildesheim.de'],['http://www.uni-hildesheim.de/'],Germany,DE,
Universität Hohenheim,['uni-hohenheim.de'],['http://www.uni-hohenheim.de/'],Germany,DE,
Friedrich-Schiller Universität Jena,['uni-jena.de'],['http://www.uni-jena.de/'],Germany,DE,
Karlsruher Institut für Technologie,['kit.edu'],['http://www.kit.edu/'],Germany,DE,
Universität Kassel,['uni-kassel.de'],['http://www.uni-kassel.de/'],Germany,DE,
Christian-Albrechts-Universität Kiel,['uni-kiel.de'],['http://www.uni-kiel.de/'],Germany,DE,
Universität Kaiserslautern,['uni-kl.de'],['http://www.uni-kl.de/'],Germany,DE,
Universität Koblenz-Landau,['uni-koblenz-landau.de'],['http://www.uni-koblenz-landau.de/'],Germany,DE,
Universität Köln,['uni-koeln.de'],['http://www.uni-koeln.de/'],Germany,DE,
Universität Konstanz,['uni-konstanz.de'],['http://www.uni-konstanz.de/'],Germany,DE,
Universität Leipzig,['uni-leipzig.de'],['http://www.uni-leipzig.de/'],Germany,DE,
